address	size	section	unit	scope	name	demangled
0x80047F20	0x120	.text	game/pl_ashley.cpp	global	__9cPlAshley	cPlAshley::cPlAshley
0x80048040	0x34	.text	game/pl_ashley.cpp	global	move__9cPlAshley	cPlAshley::move
0x80048074	0x4	.text	game/pl_ashley.cpp	global	moveMatCalcBefore__9cPlAshley	cPlAshley::moveMatCalcBefore
0x80048078	0x1F8	.text	game/pl_ashley.cpp	global	setModel__9cPlAshley	cPlAshley::setModel
0x80048270	0x660	.text	game/pl_ashley.cpp	global	pl01weaponSet__FP7cPlayer	pl01weaponSet
0x800488D0	0x320	.text	game/pl_ashley.cpp	global	setRightHand__9cPlAshleyi	cPlAshley::setRightHand
0x80048BF0	0x304	.text	game/pl_ashley.cpp	global	setLeftHand__9cPlAshleyUl	cPlAshley::setLeftHand
0x80048EF4	0x4	.text	game/pl_ashley.cpp	global	setFace__9cPlAshleyi	cPlAshley::setFace
0x80048EF8	0x1E0	.text	game/pl_ashley.cpp	global	moveBust__9cPlAshley	cPlAshley::moveBust
0x800490D8	0x48	.text	game/pl_ashley.cpp	global	log__t8cManager1Z10cModelInfoPCce	cManager<cModelInfo>::log
0x80049120	0x20	.text	game/pl_ashley.cpp	global	_._9cPlAshley	cPlAshley::~cPlAshley
0x80049140	0x3C	.text	game/pl_ashley.cpp	global	initCloth__9cPlAshley	cPlAshley::initCloth
0x8004917C	0x38	.text	game/pl_ashley.cpp	global	moveCloth__9cPlAshley	cPlAshley::moveCloth
0x800491B4	0x48	.text	game/pl_debug.cpp	global	mahoMuteki__Fv	mahoMuteki
0x800491FC	0x48	.text	game/pl_debug.cpp	global	mahoInfBul__Fv	mahoInfBul
0x80049244	0x58	.text	game/pl_debug.cpp	global	mahoSkelOn__Fv	mahoSkelOn
0x8004929C	0x58	.text	game/pl_debug.cpp	global	mahoSkelOff__Fv	mahoSkelOff
0x800492F4	0x50	.text	game/pl_debug.cpp	global	mahoCallSc__Fv	mahoCallSc
0x80049344	0x48	.text	game/pl_debug.cpp	local	mahoKaiouOff__Fv	mahoKaiouOff
0x8004938C	0x50	.text	game/pl_debug.cpp	global	mahoKaiou2__Fv	mahoKaiou2
0x800493DC	0x50	.text	game/pl_debug.cpp	global	mahoKaiou3__Fv	mahoKaiou3
0x8004942C	0x50	.text	game/pl_debug.cpp	global	mahoKaiou4__Fv	mahoKaiou4
0x8004947C	0x4C	.text	game/pl_debug.cpp	global	mahoThroughOn__Fv	mahoThroughOn
0x800494C8	0x4C	.text	game/pl_debug.cpp	global	mahoThroughOff__Fv	mahoThroughOff
0x80049514	0x134	.text	game/pl_debug.cpp	global	debugInit__7cPlayer	cPlayer::debugInit
0x80049648	0x140	.text	game/pl_debug.cpp	global	scrHitCheck__FP7cPlayer	scrHitCheck
0x80049788	0xE0	.text	game/pl_debug.cpp	global	satMakeTest__FP7cPlayer	satMakeTest
0x80049868	0x18C	.text	game/pl_debug.cpp	global	localCoordTest__FP7cPlayer	localCoordTest
0x800499F4	0x7C	.text	game/pl_debug.cpp	global	debugMove__7cPlayer	cPlayer::debugMove
0x80049A70	0xAC	.text	game/pl_debug.cpp	global	emSearch__7cPlayer	cPlayer::emSearch
0x80049B1C	0x98	.text	game/pl_debug.cpp	global	PlWepMotSet__Fi	PlWepMotSet
0x80049BB4	0x38	.text	game/pl_debug.cpp	global	__7cPlMaho	cPlMaho::cPlMaho
0x80049BEC	0x20	.text	game/pl_debug.cpp	global	reset__7cPlMaho	cPlMaho::reset
0x80049C0C	0x30	.text	game/pl_debug.cpp	global	regist__7cPlMahoPCcPFv_v	cPlMaho::regist
0x80049C3C	0x194	.text	game/pl_debug.cpp	global	DrawGage__Fiiiiiii	DrawGage
0x80049DD0	0x38	.text	game/pl_dmg.cpp	global	Pl_R0_Damage__FP7cPlayer	Pl_R0_Damage
0x80049E08	0x610	.text	game/pl_dmg.cpp	global	damageNormal__FP7cPlayer	damageNormal
0x8004A418	0x62C	.text	game/pl_dmg.cpp	global	damageBlow__FP7cPlayer	damageBlow
0x8004AA44	0x18C	.text	game/pl_dmg.cpp	global	damageBlast__FP7cPlayer	damageBlast
0x8004ABD0	0x1E0	.text	game/pl_dmg.cpp	global	Pl_R0_Die__FP7cPlayer	Pl_R0_Die
0x8004ADB0	0x38	.text	game/pl_event.cpp	global	Pl_R0_Event__FP7cPlayer	Pl_R0_Event
0x8004ADE8	0x74	.text	game/pl_event.cpp	global	pl_R1_Event_Normal__FP7cPlayer	pl_R1_Event_Normal
0x8004AE5C	0x18C	.text	game/pl_event.cpp	global	pl_R1_Event_ToWalk__FP7cPlayer	pl_R1_Event_ToWalk
0x8004AFE8	0x8C	.text	game/pl_event.cpp	global	pl_R1_Event_Smooth__FP7cPlayer	pl_R1_Event_Smooth
0x8004B074	0x64	.text	game/pl_knife.cpp	global	PlKnifeMove__FP7cPlayer	PlKnifeMove
0x8004B0D8	0x1F4	.text	game/pl_knife.cpp	global	knife_r2_ready__FP7cPlayer	knife_r2_ready
0x8004B2CC	0x180	.text	game/pl_knife.cpp	global	knife_r3_ready00__FP7cPlayer	knife_r3_ready00
0x8004B44C	0x104	.text	game/pl_knife.cpp	global	knife_r3_ready10__FP7cPlayer	knife_r3_ready10
0x8004B550	0x108	.text	game/pl_knife.cpp	global	knife_r2_set__FP7cPlayer	knife_r2_set
0x8004B658	0x94	.text	game/pl_knife.cpp	global	knife_r3_set00__FP7cPlayer	knife_r3_set00
0x8004B6EC	0x20	.text	game/pl_knife.cpp	global	knife_r3_set10__FP7cPlayer	knife_r3_set10
0x8004B70C	0xF4	.text	game/pl_knife.cpp	global	knife_r3_set20__FP7cPlayer	knife_r3_set20
0x8004B800	0xF4	.text	game/pl_knife.cpp	global	knife_r3_set30__FP7cPlayer	knife_r3_set30
0x8004B8F4	0x60	.text	game/pl_knife.cpp	local	knife_r3_set40__FP7cPlayer	knife_r3_set40
0x8004B954	0x48	.text	game/pl_knife.cpp	global	knife_r2_fire__FP7cPlayer	knife_r2_fire
0x8004B99C	0x284	.text	game/pl_knife.cpp	global	hitCheck__FP7cPlayeriUl	hitCheck
0x8004BC20	0x110	.text	game/pl_knife.cpp	global	knife_r3_fire00__FP7cPlayer	knife_r3_fire00
0x8004BD30	0x26C	.text	game/pl_knife.cpp	global	knife_r3_fire10__FP7cPlayer	knife_r3_fire10
0x8004BF9C	0x7C	.text	game/pl_knife.cpp	global	knife_r2_down__FP7cPlayer	knife_r2_down
0x8004C018	0x134	.text	game/pl_knife.cpp	global	knife_r3_down00__FP7cPlayer	knife_r3_down00
0x8004C14C	0x1E8	.text	game/pl_knife.cpp	global	knife_r3_down10__FP7cPlayer	knife_r3_down10
0x8004C334	0x90	.text	game/pl_knife.cpp	global	setWepTrans__FP7cPlayeri	setWepTrans
0x8004C3C4	0xB0	.text	game/pl_leon.cpp	global	__7cPlLeon	cPlLeon::cPlLeon
0x8004C474	0x154	.text	game/pl_leon.cpp	global	setMotion__7cPlLeon	cPlLeon::setMotion
0x8004C5C8	0x20	.text	game/pl_leon.cpp	global	move__7cPlLeon	cPlLeon::move
0x8004C5E8	0x318	.text	game/pl_leon.cpp	global	setModel__7cPlLeon	cPlLeon::setModel
0x8004C900	0x8C	.text	game/pl_leon.cpp	global	setWound__7cPlLeon	cPlLeon::setWound
0x8004C98C	0x114	.text	game/pl_leon.cpp	global	setRightHand__7cPlLeoni	cPlLeon::setRightHand
0x8004CAA0	0x194	.text	game/pl_leon.cpp	global	setLeftHand__7cPlLeonUl	cPlLeon::setLeftHand
0x8004CC34	0x9C	.text	game/pl_leon.cpp	global	setFace__7cPlLeoni	cPlLeon::setFace
0x8004CCD0	0xB0	.text	game/pl_leon.cpp	global	setHead__7cPlLeoni	cPlLeon::setHead
0x8004CD80	0xA4	.text	game/pl_leon.cpp	global	setHead__7cPlLeonPvT1	cPlLeon::setHead
0x8004CE24	0x128	.text	game/pl_leon.cpp	global	checkXbutton__7cPlLeon	cPlLeon::checkXbutton
0x8004CF4C	0x20	.text	game/pl_leon.cpp	global	_._7cPlLeon	cPlLeon::~cPlLeon
0x8004CF6C	0x48	.text	game/pl_leon.cpp	global	initCloth__7cPlLeon	cPlLeon::initCloth
0x8004CFB4	0x48	.text	game/pl_leon.cpp	global	moveCloth__7cPlLeon	cPlLeon::moveCloth
0x8004CFFC	0x2C	.text	game/pl_npc.cpp	global	mot_ck__8cSubChar	cSubChar::mot_ck
0x8004D028	0x8C	.text	game/pl_npc.cpp	global	__8cSubChar	cSubChar::cSubChar
0x8004D0B4	0x220	.text	game/pl_npc.cpp	global	_._8cSubChar	cSubChar::~cSubChar
0x8004D2D4	0x330	.text	game/pl_npc.cpp	global	init__8cSubChar	cSubChar::init
0x8004D604	0x2E0	.text	game/pl_npc.cpp	global	move__8cSubChar	cSubChar::move
0x8004D8E4	0x114	.text	game/pl_npc.cpp	global	moveCore__8cSubChar	cSubChar::moveCore
0x8004D9F8	0x9D8	.text	game/pl_npc.cpp	global	moveFootwork__8cSubChar	cSubChar::moveFootwork
0x8004E3D0	0xBD8	.text	game/pl_npc.cpp	global	moveMove__8cSubChar	cSubChar::moveMove
0x8004EFA8	0x98	.text	game/pl_npc.cpp	global	readyOkCheck__8cSubChar	cSubChar::readyOkCheck
0x8004F040	0x3D8	.text	game/pl_npc.cpp	global	moveBehind__8cSubChar	cSubChar::moveBehind
0x8004F418	0x2C4	.text	game/pl_npc.cpp	global	moveKagamu__8cSubChar	cSubChar::moveKagamu
0x8004F6DC	0x248	.text	game/pl_npc.cpp	global	movePants__8cSubChar	cSubChar::movePants
0x8004F924	0x1AC	.text	game/pl_npc.cpp	global	moveDown__8cSubChar	cSubChar::moveDown
0x8004FAD0	0x1C0	.text	game/pl_npc.cpp	global	getScrActionPoint__8cSubCharP3VecT1Ul	cSubChar::getScrActionPoint
0x8004FC90	0x1DC	.text	game/pl_npc.cpp	global	moveFance__8cSubChar	cSubChar::moveFance
0x8004FE6C	0xA0	.text	game/pl_npc.cpp	global	landCheck__8cSubChar	cSubChar::landCheck
0x8004FF0C	0x4	.text	game/pl_npc.cpp	global	pl_fall_ok0	pl_fall_ok0
0x8004FF10	0xC8	.text	game/pl_npc.cpp	global	pl_fall_ok	pl_fall_ok
0x8004FFD8	0x2E4	.text	game/pl_npc.cpp	global	moveFall__8cSubChar	cSubChar::moveFall
0x800502BC	0x378	.text	game/pl_npc.cpp	global	moveAction__8cSubChar	cSubChar::moveAction
0x80050634	0x220	.text	game/pl_npc.cpp	global	moveLadder__8cSubChar	cSubChar::moveLadder
0x80050854	0xCC	.text	game/pl_npc.cpp	global	getJumpAdjY__8cSubChar	cSubChar::getJumpAdjY
0x80050920	0x19C	.text	game/pl_npc.cpp	global	jumpAdjust__8cSubChar	cSubChar::jumpAdjust
0x80050ABC	0x1B8	.text	game/pl_npc.cpp	global	moveBack__8cSubChar	cSubChar::moveBack
0x80050C74	0x2C	.text	game/pl_npc.cpp	global	moveAux__8cSubChar	cSubChar::moveAux
0x80050CA0	0x810	.text	game/pl_npc.cpp	global	moveHide__8cSubChar	cSubChar::moveHide
0x800514B0	0x194	.text	game/pl_npc.cpp	global	moveStoop__8cSubChar	cSubChar::moveStoop
0x80051644	0x53C	.text	game/pl_npc.cpp	global	moveFallWait__8cSubChar	cSubChar::moveFallWait
0x80051B80	0x158	.text	game/pl_npc.cpp	global	moveLadderWait__8cSubChar	cSubChar::moveLadderWait
0x80051CD8	0x158	.text	game/pl_npc.cpp	global	moveWindowWait__8cSubChar	cSubChar::moveWindowWait
0x80051E30	0xA4	.text	game/pl_npc.cpp	global	checkSatAttr__8cSubCharf	cSubChar::checkSatAttr
0x80051ED4	0x278	.text	game/pl_npc.cpp	global	getAdjustX__8cSubChari	cSubChar::getAdjustX
0x8005214C	0x4D8	.text	game/pl_npc.cpp	global	moveDamage__8cSubChar	cSubChar::moveDamage
0x80052624	0x158	.text	game/pl_npc.cpp	global	moveDie__8cSubChar	cSubChar::moveDie
0x8005277C	0x2C	.text	game/pl_npc.cpp	global	moveBull__8cSubChar	cSubChar::moveBull
0x800527A8	0x330	.text	game/pl_npc.cpp	global	moveEvent__8cSubChar	cSubChar::moveEvent
0x80052AD8	0xEC	.text	game/pl_npc.cpp	global	moveDijection__8cSubChar	cSubChar::moveDijection
0x80052BC4	0xB0	.text	game/pl_npc.cpp	global	movePos__8cSubCharP3Vecf	cSubChar::movePos
0x80052C74	0x20	.text	game/pl_npc.cpp	global	neckInit__8cSubChar	cSubChar::neckInit
0x80052C94	0x124	.text	game/pl_npc.cpp	global	neckCtrl__8cSubChar	cSubChar::neckCtrl
0x80052DB8	0x28	.text	game/pl_npc.cpp	global	neckSet__8cSubCharP3Vec	cSubChar::neckSet
0x80052DE0	0xFC	.text	game/pl_npc.cpp	global	actCheck__8cSubChar	cSubChar::actCheck
0x80052EDC	0xBC	.text	game/pl_npc.cpp	global	cautionCheck__8cSubChar	cSubChar::cautionCheck
0x80052F98	0xC	.text	game/pl_npc.cpp	global	plDownCheck__8cSubChar	cSubChar::plDownCheck
0x80052FA4	0x1EC	.text	game/pl_npc.cpp	global	fanceCheck__8cSubChar	cSubChar::fanceCheck
0x80053190	0x170	.text	game/pl_npc.cpp	global	windowCheck__8cSubChar	cSubChar::windowCheck
0x80053300	0x6C	.text	game/pl_npc.cpp	global	fallLadderCheck__8cSubChar	cSubChar::fallLadderCheck
0x8005336C	0x58	.text	game/pl_npc.cpp	global	doorCheck__8cSubChar	cSubChar::doorCheck
0x800533C4	0x2C	.text	game/pl_npc.cpp	global	readyCheck__8cSubChar	cSubChar::readyCheck
0x800533F0	0x110	.text	game/pl_npc.cpp	global	catchOn	catchOn
0x80053500	0x2C8	.text	game/pl_npc.cpp	global	actionCheck__8cSubChar	cSubChar::actionCheck
0x800537C8	0x10C	.text	game/pl_npc.cpp	global	ladder2Check__8cSubChar	cSubChar::ladder2Check
0x800538D4	0xBC	.text	game/pl_npc.cpp	global	getCliffHeight__8cSubCharf	cSubChar::getCliffHeight
0x80053990	0x108	.text	game/pl_npc.cpp	global	pantsCheck__8cSubChar	cSubChar::pantsCheck
0x80053A98	0xC	.text	game/pl_npc.cpp	global	ckPlRun__8cSubChar	cSubChar::ckPlRun
0x80053AA4	0x148	.text	game/pl_npc.cpp	global	seqSeCtrl__8cSubChar	cSubChar::seqSeCtrl
0x80053BEC	0x84	.text	game/pl_npc.cpp	global	backCheckSet__8cSubCharPv	cSubChar::backCheckSet
0x80053C70	0xAC	.text	game/pl_npc.cpp	global	backCheckMove__8cSubChar	cSubChar::backCheckMove
0x80053D1C	0xAC	.text	game/pl_npc.cpp	global	backCheckCtrlFootwork__8cSubChar	cSubChar::backCheckCtrlFootwork
0x80053DC8	0xC0	.text	game/pl_npc.cpp	global	backCheckCtrlMove__8cSubChar	cSubChar::backCheckCtrlMove
0x80053E88	0x1AC	.text	game/pl_npc.cpp	global	checkBackEm__8cSubChar	cSubChar::checkBackEm
0x80054034	0x8	.text	game/pl_npc.cpp	global	setEmFunc__8cSubCharPFv_v	cSubChar::setEmFunc
0x8005403C	0x6A4	.text	game/pl_npc.cpp	global	analyze__8cSubChar	cSubChar::analyze
0x800546E0	0x110	.text	game/pl_npc.cpp	global	frontCheck__8cSubChar	cSubChar::frontCheck
0x800547F0	0x10C	.text	game/pl_npc.cpp	global	anaSatInfo__8cSubChar	cSubChar::anaSatInfo
0x800548FC	0x3C	.text	game/pl_npc.cpp	global	beginEvent__8cSubCharUl	cSubChar::beginEvent
0x80054938	0x20	.text	game/pl_npc.cpp	global	endEvent__8cSubCharUl	cSubChar::endEvent
0x80054958	0x280	.text	game/pl_npc.cpp	global	control__8cSubChari	cSubChar::control
0x80054BD8	0x1C8	.text	game/pl_npc.cpp	global	getFallPos	getFallPos
0x80054DA0	0x19C	.text	game/pl_npc.cpp	global	SubCharGetStatus__Fv	SubCharGetStatus
0x80054F3C	0x250	.text	game/pl_npc.cpp	global	checkAnotherRoute__8cSubChar	cSubChar::checkAnotherRoute
0x8005518C	0x180	.text	game/pl_npc.cpp	global	moveAnotherRoute__8cSubChar	cSubChar::moveAnotherRoute
0x8005530C	0x268	.text	game/pl_npc.cpp	global	damageCheck__8cSubChar	cSubChar::damageCheck
0x80055574	0x15C	.text	game/pl_npc.cpp	global	setDamage__8cSubCharUcifii	cSubChar::setDamage
0x800556D0	0x34	.text	game/pl_npc.cpp	global	registPlAction__8cSubCharP3VecfUc	cSubChar::registPlAction
0x80055704	0x16C	.text	game/pl_npc.cpp	global	waterProc	waterProc
0x80055870	0x1C8	.text	game/pl_npc.cpp	global	moveBust__8cSubChar	cSubChar::moveBust
0x80055A38	0x42C	.text	game/pl_npc.cpp	global	moveFace__8cSubChar	cSubChar::moveFace
0x80055E64	0xA4	.text	game/pl_npc.cpp	global	shadowCtrl__8cSubChar	cSubChar::shadowCtrl
0x80055F08	0x2A0	.text	game/pl_npc.cpp	global	dmgCheck__8cSubChar	cSubChar::dmgCheck
0x800561A8	0x20	.text	game/pl_npc.cpp	global	beginDamage__8cSubChar	cSubChar::beginDamage
0x800561C8	0x38	.text	game/pl_npc.cpp	global	endDamage__8cSubChar	cSubChar::endDamage
0x80056200	0xAC	.text	game/pl_npc.cpp	global	interrupt__8cSubChar	cSubChar::interrupt
0x800562AC	0x58	.text	game/pl_npc.cpp	global	SubCharHideCheck	SubCharHideCheck
0x80056304	0x194	.text	game/pl_npc.cpp	global	inSat__8cSubChar	cSubChar::inSat
0x80056498	0x90	.text	game/pl_npc.cpp	global	SubCharGetCondition	SubCharGetCondition
0x80056528	0xA4	.text	game/pl_npc.cpp	global	debugMove__8cSubChar	cSubChar::debugMove
0x800565CC	0x38	.text	game/pl_npc.cpp	local	__static_initialization_and_destruction_0_800565CC	__static_initialization_and_destruction_0
0x80056604	0x4	.text	game/pl_npc.cpp	global	setFace__8cSubChari	cSubChar::setFace
0x80056608	0x4	.text	game/pl_npc.cpp	global	setHand__8cSubChari	cSubChar::setHand
0x8005660C	0x4	.text	game/pl_npc.cpp	global	initCloth__8cSubChar	cSubChar::initCloth
0x80056610	0x4	.text	game/pl_npc.cpp	global	moveCloth__8cSubChar	cSubChar::moveCloth
0x80056614	0x2C	.text	game/pl_npc.cpp	global	global_constructors_keyed_to_cSubChar_atckPos	global constructors keyed to cSubChar::atckPos
0x80056640	0x2A4	.text	game/pl_push.cpp	global	catchCheck__7cPlPush	cPlPush::catchCheck
0x800568E4	0x5C	.text	game/pl_push.cpp	global	pushTargetInit__7cPlPushUc	cPlPush::pushTargetInit
0x80056940	0x1CC	.text	game/pl_push.cpp	global	pushTarget__7cPlPush	cPlPush::pushTarget
0x80056B0C	0x10	.text	game/pl_push.cpp	global	stopTarget__7cPlPush	cPlPush::stopTarget
0x80056B1C	0x160	.text	game/pl_push.cpp	global	getWHY__7cPlPushPfN21	cPlPush::getWHY
0x80056C7C	0xCC	.text	game/pl_push.cpp	global	scrHitCheck__7cPlPush	cPlPush::scrHitCheck
0x80056D48	0x200	.text	game/pl_push.cpp	global	scrHitCheckSub__7cPlPushfffP3Vecf	cPlPush::scrHitCheckSub
0x80056F48	0x238	.text	game/pl_push.cpp	global	emSandCheck__7cPlPushfffP3Vec	cPlPush::emSandCheck
0x80057180	0x100	.text	game/pl_push.cpp	global	plAdjust__7cPlPush	cPlPush::plAdjust
0x80057280	0x140	.text	game/player.cpp	global	PlayerInit	PlayerInit
0x800573C0	0xE8	.text	game/player.cpp	global	PlayerLifeReset	PlayerLifeReset
0x800574A8	0xC8	.text	game/player.cpp	global	__7cPlayer	cPlayer::cPlayer
0x80057570	0x90	.text	game/player.cpp	global	init0__7cPlayer	cPlayer::init0
0x80057600	0x2D8	.text	game/player.cpp	global	init1__7cPlayer	cPlayer::init1
0x800578D8	0xDC	.text	game/player.cpp	global	startUp__7cPlayer	cPlayer::startUp
0x800579B4	0x508	.text	game/player.cpp	global	move__7cPlayer	cPlayer::move
0x80057EBC	0x50	.text	game/player.cpp	global	pl_R0_Move	pl_R0_Move
0x80057F0C	0x16C	.text	game/player.cpp	global	pl_R1_Footwork	pl_R1_Footwork
0x80058078	0x2B0	.text	game/player.cpp	global	pl_R1_Walk	pl_R1_Walk
0x80058328	0x110	.text	game/player.cpp	global	pl_R1_Back	pl_R1_Back
0x80058438	0x4AC	.text	game/player.cpp	global	pl_R1_Run	pl_R1_Run
0x800588E4	0x150	.text	game/player.cpp	global	pl_R1_Turn	pl_R1_Turn
0x80058A34	0x234	.text	game/player.cpp	global	pl_R1_Turn180	pl_R1_Turn180
0x80058C68	0xA0	.text	game/player.cpp	global	pl_R1_Weapon	pl_R1_Weapon
0x80058D08	0x50	.text	game/player.cpp	global	pl_R1_Boat	pl_R1_Boat
0x80058D58	0x958	.text	game/player.cpp	global	pl_R1_Ladder	pl_R1_Ladder
0x800596B0	0x3B8	.text	game/player.cpp	global	pl_R1_Crouch	pl_R1_Crouch
0x80059A68	0x1C4	.text	game/player.cpp	global	pl_R1_JumpFall	pl_R1_JumpFall
0x80059C2C	0xE4	.text	game/player.cpp	global	pl_R1_Whistle	pl_R1_Whistle
0x80059D10	0x2C	.text	game/player.cpp	global	pl_R1_Aux	pl_R1_Aux
0x80059D3C	0x15C	.text	game/player.cpp	global	pl_R1_LevelUp	pl_R1_LevelUp
0x80059E98	0x15C	.text	game/player.cpp	global	pl_R1_LevelDown	pl_R1_LevelDown
0x80059FF4	0x378	.text	game/player.cpp	global	pl_R1_ObjPush	pl_R1_ObjPush
0x8005A36C	0x388	.text	game/player.cpp	global	pl_R1_Fance	pl_R1_Fance
0x8005A6F4	0x140	.text	game/player.cpp	global	fanceWidthCheck	fanceWidthCheck
0x8005A834	0x21C	.text	game/player.cpp	global	fanceAdjust	fanceAdjust
0x8005AA50	0x4FC	.text	game/player.cpp	global	pl_R1_Fall	pl_R1_Fall
0x8005AF4C	0xE4	.text	game/player.cpp	global	pl_R0_Dijection	pl_R0_Dijection
0x8005B030	0x7C	.text	game/player.cpp	global	pl_R1_BoatDrive	pl_R1_BoatDrive
0x8005B0AC	0xA0	.text	game/player.cpp	global	fallCheck	fallCheck
0x8005B14C	0x7C	.text	game/player.cpp	global	getHeighAdjust	getHeighAdjust
0x8005B1C8	0x5C	.text	game/player.cpp	local	__static_initialization_and_destruction_0_8005B1C8	__static_initialization_and_destruction_0
0x8005B224	0x2C	.text	game/player.cpp	global	global_constructors_keyed_to_pl00_mirror	global constructors keyed to pl00_mirror
0x8005B250	0xA8	.text	game/snd.cpp	global	sndCallErr__Fii	sndCallErr
0x8005B2F8	0x34	.text	game/snd.cpp	global	reverb_mem_alloc__FUl	reverb_mem_alloc
0x8005B32C	0x2DC	.text	game/snd.cpp	global	SndInit__Fv	SndInit
0x8005B608	0xDC	.text	game/snd.cpp	global	SndInit2__Fv	SndInit2
0x8005B6E4	0xDC	.text	game/snd.cpp	global	SndBgmTblInit__Fv	SndBgmTblInit
0x8005B7C0	0xE8	.text	game/snd.cpp	global	SndDriverInit__Fv	SndDriverInit
0x8005B8A8	0x38	.text	game/snd.cpp	global	SndSystemReset__Fv	SndSystemReset
0x8005B8E0	0x8C	.text	game/snd.cpp	global	sndPanCalc__Ff	sndPanCalc
0x8005B96C	0x34	.text	game/snd.cpp	global	sndSpanCalc__Ff	sndSpanCalc
0x8005B9A0	0x64	.text	game/snd.cpp	global	sndVolCalc__Fiif	sndVolCalc
0x8005BA04	0xEC	.text	game/snd.cpp	global	sndVolCalcSub__FP11SndCurveTblff	sndVolCalcSub
0x8005BAF0	0x5C	.text	game/snd.cpp	global	sndPitchCalc__Fif	sndPitchCalc
0x8005BB4C	0xD8	.text	game/snd.cpp	global	sndPitchCalcSub__FP11SndCurveTblf	sndPitchCalcSub
0x8005BC24	0x98	.text	game/snd.cpp	local	sndFilterCalc__Fif	sndFilterCalc
0x8005BCBC	0x88	.text	game/snd.cpp	global	sndExistCheck__FiUl	sndExistCheck
0x8005BD44	0x100	.text	game/snd.cpp	global	sndWallCheck__FP7SND_SITPUcT1P3Vec	sndWallCheck
0x8005BE44	0xA0	.text	game/snd.cpp	global	sndWallCheckSub__FP3Vec	sndWallCheckSub
0x8005BEE4	0x98	.text	game/snd.cpp	global	sndVolCtrlAtCheck__FP7SND_SITPUcT1P3Vec	sndVolCtrlAtCheck
0x8005BF7C	0x114	.text	game/snd.cpp	global	sndInnerVolCheck__FP7SND_SITPUcT1	sndInnerVolCheck
0x8005C090	0x144	.text	game/snd.cpp	global	footSeCheck__FPUsP3Vec	footSeCheck
0x8005C1D4	0x1D8	.text	game/snd.cpp	global	emSeCheck__FPUsT0i	emSeCheck
0x8005C3AC	0x9C	.text	game/snd.cpp	global	wepSeCheck__FPUsP3Vec	wepSeCheck
0x8005C448	0xE0	.text	game/snd.cpp	global	seRandomCheck__FiPUs	seRandomCheck
0x8005C528	0x38	.text	game/snd.cpp	global	EmSeCall__FUsP3VecUcUcUlP5cUnit	EmSeCall
0x8005C560	0x3C	.text	game/snd.cpp	global	RoomSeCall__FUsP3VecUcUlP5cUnit	RoomSeCall
0x8005C59C	0x3C	.text	game/snd.cpp	global	PlSeCall__FUsP3VecUcUlP5cUnit	PlSeCall
0x8005C5D8	0x3C	.text	game/snd.cpp	global	CoreSeCall__FUsP3VecUcUlP5cUnit	CoreSeCall
0x8005C614	0x38	.text	game/snd.cpp	global	FootSeCall__FUsP3VecUcUl	FootSeCall
0x8005C64C	0x4C	.text	game/snd.cpp	global	DoorSeCall__FUs	DoorSeCall
0x8005C698	0x8DC	.text	game/snd.cpp	global	SndCall__FUsUsP3VeciiP5cUnit	SndCall
0x8005CF74	0xC0	.text	game/snd.cpp	global	SndSetVol__FUlii	SndSetVol
0x8005D034	0x64	.text	game/snd.cpp	global	SndSetDopPitch__FUli	SndSetDopPitch
0x8005D098	0xA4	.text	game/snd.cpp	global	SndStop__FUli	SndStop
0x8005D13C	0x7C	.text	game/snd.cpp	global	SndBlkStop__Fi	SndBlkStop
0x8005D1B8	0xA0	.text	game/snd.cpp	global	SndEndCheck__FUl	SndEndCheck
0x8005D258	0x3B4	.text	game/snd.cpp	global	SndStrReq__Fiiiiif	SndStrReq
0x8005D60C	0xA4	.text	game/snd.cpp	global	SndStrReq__FUliii	SndStrReq
0x8005D6B0	0x98	.text	game/snd.cpp	global	SndStrStatusCk__FiiUl	SndStrStatusCk
0x8005D748	0x4C	.text	game/snd.cpp	global	SndStrStatusCk__FUlUl	SndStrStatusCk
0x8005D794	0x3C	.text	game/snd.cpp	global	pullStrWorkNo__Fv	pullStrWorkNo
0x8005D7D0	0x50	.text	game/snd.cpp	global	getStrWork__Fii	getStrWork
0x8005D820	0x44	.text	game/snd.cpp	global	getStrWork__FUl	getStrWork
0x8005D864	0x58	.text	game/snd.cpp	global	SndStrVolSet__Fiiii	SndStrVolSet
0x8005D8BC	0x58	.text	game/snd.cpp	global	SndStrVolReset__Fiii	SndStrVolReset
0x8005D914	0x3A4	.text	game/snd.cpp	global	SndWatcher__Fv	SndWatcher
0x8005DCB8	0x138	.text	game/snd.cpp	global	nextRoomStreamCheck__Fv	nextRoomStreamCheck
0x8005DDF0	0x1EC	.text	game/snd.cpp	global	nextRoomBgmCheck__Fv	nextRoomBgmCheck
0x8005DFDC	0x150	.text	game/snd.cpp	global	SndNextRoomInit__Fv	SndNextRoomInit
0x8005E12C	0x24	.text	game/snd.cpp	global	SndReadAddrInit__Fv	SndReadAddrInit
0x8005E150	0x298	.text	game/snd.cpp	global	SndRoomStartInit__Fv	SndRoomStartInit
0x8005E3E8	0x1A0	.text	game/snd.cpp	global	SndDoorSeLoad__Fv	SndDoorSeLoad
0x8005E588	0x8C	.text	game/snd.cpp	global	SndRoomBgmLoad__Fv	SndRoomBgmLoad
